ID,Area,Feature,Persona,I want,So that,Expected behavior (acceptance criteria),Key files,Existing tests,Impl status (code-judged),Test result (Phase 2),Issue/Notes (Phase 2-3)
F114,Todo Recurrence,The successor's anchor date advances by interval x unit (naive civil math),the owner,"the next occurrence's date to be the old anchor plus interval units, with calendar-correct month/year handling",repeats land on the right date every cycle,"next_occurrence (recurrence.rs:41) and advance (recurrence.rs:121) compute next = old + interval x unit as naive wall-clock civil arithmetic on the parsed YYYY-MM-DDTHH:MM:SS tuple — no timezone/DST, no clock read (pure function of (rule, dates)). minute/hour/day/week add a fixed span of seconds (60/3600/86400/7*86400), rolling across midnight and month boundaries (e.g. 23:30 + 2h → next day 01:30). month/year shift the civil month (year = interval*12 months) and CLAMP day to the target month's last valid day via days_in_month: Jan 31 +1mo → Feb 28 (or Feb 29 leap), Mar 31 +1mo → Apr 30, Feb 29 +1yr → Feb 28; time-of-day preserved. The clamp does not 'stick' (Mar 31 +2mo → May 31). Edge: interval<1 returns None; an interval large enough to overflow i64 (checked_mul/add) returns None; a successor year past 0..=9999 returns None (format_bounded, recurrence.rs:183) — each is a safe no-successor, not a panic, since an unparseable successor would roll back the whole completion tx.",crates/core/src/recurrence.rs:41 | crates/core/src/recurrence.rs:121 | crates/core/src/recurrence.rs:183 | docs/adr/0039-recurring-todo-occurrence-generation.md:36,"crates/core/src/recurrence.rs tests (advances_each_unit, clamps_month_overflow_to_month_end, clamps_leap_day_on_year_advance, advances_month_across_year_boundary, runaway_interval_yields_no_successor_not_a_panic, year_past_four_digits_yields_no_successor)",implemented,pass,
F115,Todo Recurrence,"Defer and due dates both advance, preserving their gap",the owner,"when a Todo has both a defer and a due date, both to advance by the same rule on the successor",a 'defer N days before due' relationship is kept every occurrence,"next_occurrence advances every PRESENT date (recurrence.rs:69-76): next_defer and next_due each computed via advance(). For minute/hour/day/week this adds an identical fixed span so the defer→due gap is preserved exactly (test both_dates_advance_in_lockstep: 6-day gap survives a weekly advance). For month/year each date keeps its OWN day-of-month, clamped independently (test month_advance_keeps_each_date_day_of_month: defer-on-15th stays 15th, due-on-31st clamps to Feb-28 independently). A date absent on the completed Todo stays absent on the successor (set_or_remove, apply.rs:430-431; Occurrence mirrors presence). The anchor names which date the until bound is measured against, not which dates advance.",crates/core/src/recurrence.rs:69 | crates/core/src/recurrence.rs:104 | crates/core/src/db/apply.rs:430 | docs/adr/0039-recurring-todo-occurrence-generation.md:60,"crates/core/src/recurrence.rs tests (both_dates_advance_in_lockstep, month_advance_keeps_each_date_day_of_month, defer_anchor_advances_defer_date)",implemented,pass,
F116,Todo Recurrence,A repeat stops at its 'until' end bound,the owner,a recurring Todo with an 'until' date to stop generating successors after that instant,a finite repeat ends on schedule,"next_occurrence (recurrence.rs:81-90) measures until against the next ANCHOR date (next_defer if anchor=defer_at, next_due if anchor=due_at). The bound is INCLUSIVE: a successor whose next_anchor equals until is still generated; one strictly after (next_anchor > until via chronological string compare) ends the series → None → no successor. Edge: when anchor=defer_at the bound is checked against the advanced DEFER date even if the due date would be past a naive due check (test until_is_measured_against_the_defer_anchor). The end condition validates as a parseable wall-clock string (entities.rs:702-710).",crates/core/src/recurrence.rs:78 | crates/core/src/recurrence.rs:86 | docs/adr/0039-recurring-todo-occurrence-generation.md:71,"crates/core/src/recurrence.rs tests (until_inclusive_bound, until_is_measured_against_the_defer_anchor)",implemented,pass,
F117,Todo Recurrence,A repeat stops after a fixed number of occurrences (after_count),the owner,a recurring Todo limited to N occurrences to stop after the Nth,a bounded repeat (e.g. 'every week for 10 weeks') ends correctly,"after_count counts DOWN, decremented in place on each successor (recurrence.rs:92-102): a rule with after_count:N spawns a successor carrying after_count:N-1. Completing a Todo whose CURRENT after_count <= 1 spawns nothing (recurrence.rs:59-63) — the completed Todo was the last occurrence. The <=1 gate (not ==1) defensively avoids underflow on a validation-bypassing 0 (test defensive_after_count_zero_ends_series). after_count must be an integer >=1 at every step (entities.rs:712-722) so it stays within the validated shape; no counter column. Test after_count_counts_down_to_the_last: 3→successor carries 2; 1→no successor.",crates/core/src/recurrence.rs:54 | crates/core/src/recurrence.rs:92 | crates/core/src/entities.rs:712 | docs/adr/0039-recurring-todo-occurrence-generation.md:75,"crates/core/src/recurrence.rs tests (after_count_counts_down_to_the_last, defensive_after_count_zero_ends_series); proposal-recurring-todo.spec.ts persists end.after_count:10",implemented,pass,
F118,Todo Recurrence,"The successor carries title/note/project, rule, and all person refs forward",the owner,"the new occurrence to inherit the completed Todo's title, note, project, recurrence rule, and people",each occurrence is a faithful copy of the repeating template,"spawn_recurrence_successor (apply.rs:419-461) builds the successor from the completed Todo's merged data: title/note/project_id/recurrence carry forward verbatim (the rule with after_count decremented); status resets to 'active' and completed_at/dropped_at are removed (apply.rs:426-428). Every todo_person_refs row on the original (both waiting_on and related) is copied to the successor with role preserved (apply.rs:455-461, person_refs_by_todo → insert_todo_person_ref). The successor inherits the completing mutation's created_by and created_via_proposal_id (apply.rs:447-452): a 'proposal' completion yields a 'proposal' successor, a 'user' completion a 'user' one. NO entity_sources row is written for the successor (ADR-0039, mirrors mark_project_reviewed). The user can edit the successor if a ref no longer applies.",crates/core/src/db/apply.rs:419 | crates/core/src/db/apply.rs:455 | docs/adr/0039-recurring-todo-occurrence-generation.md:83,tests/e2e/src/todo-recurrence-generation.spec.ts asserts successor carries project_id + rule and resets status/completed_at; apply.rs Rust tests (line 1506 onward) cover refs/authorship/after_count,implemented,pass,
F119,Todo Recurrence,A finished or non-recurring completion spawns no successor,the owner,"completing a Todo whose series has ended (or that never repeated, or that was dropped) to create no new occurrence",finished routines stop cleanly and dropping a repeat halts it,"spawn_recurrence_successor returns Ok(()) doing nothing when next_occurrence returns None (apply.rs:413-417): the series ended because until was exceeded or after_count reached 1, OR the rule is malformed/runaway/year-out-of-range (fail-safe). The completed Todo stays completed; no successor row. A non-recurring Todo never enters the spawn branch (the merged.get('recurrence').is_some() guard, apply.rs:382). status→dropped ends the series and spawns nothing because only the active→completed transition is gated (apply.rs:380; ADR-0039 'dropping a repeat stops it, OmniFocus parity').",crates/core/src/db/apply.rs:380 | crates/core/src/db/apply.rs:413 | crates/core/src/recurrence.rs:32 | docs/adr/0039-recurring-todo-occurrence-generation.md:33,crates/core/src/recurrence.rs end-condition tests; apply.rs Rust tests cover the dropped/ended branches (line 1506 onward),implemented,pass,
F120,Todo Recurrence,The agent proposes a recurring Todo that applies on accept,the owner,"the assistant to propose a create_todo carrying a recurrence rule, which I can accept from the proposal card",I can capture a routine described in chat as a repeating Todo,"The propose_workspace_mutation tool surface accepts a recurrence rule on TodoData (schema single-sourced from MutationKind::payload_spec / recurrence_spec, mutation.rs:330). On accept ('Add todo' button in the proposal card), the decide/apply path validates the full rule via the validate_recurrence hook (cross-field) and persists data.recurrence to tier 2 intact, including the nested end.after_count. Edge/limit: renderCreateTodoBody (ProposalCard.tsx:2189) surfaces only Title/Note/Status/Project/People in the card — the recurrence rule (and due_at/defer_at) ride along UNSURFACED in the opaque todo{} payload and are NOT shown or editable in the card; they persist verbatim on accept (consistent with proposalEdit.ts: every unsurfaced proposed key is preserved).",crates/core/src/mutation.rs:330 | apps/web/src/components/ProposalCard.tsx:2189 | apps/web/src/lib/proposalEdit.ts:10 | tests/e2e/fixtures/recurring-todo-proposal.json,"tests/e2e/src/proposal-recurring-todo.spec.ts (agent-proposed recurring Todo applies and rule persists, incl. end.after_count:10); propose_workspace_mutation.rs:539 unit test",implemented,pass,
F121,Todo Recurrence,The end condition (until / after_count) is persisted by Core but not editable in the UI,the owner,a stored end condition to round-trip untouched through edits even though the editor has no field for it,editing a repeat's interval/unit/anchor never silently drops its end bound,"The TodoEditor exposes only the common path — interval, unit, anchor (ADR-0037 UI scope, lines 116-125); there is NO 'until' or 'after_count' control. Core validates and persists end (entities.rs:681). To avoid losing it on a common-path edit (recurrence diffs as a whole object), stashRecurExtra (entityCodec.ts:387) captures rule.end into draft.recurExtra and buildRecurrence re-attaches it (entityCodec.ts:443) so it survives byte-for-byte. asRecurrence (entityCodec.ts:208-214) parses end.until/end.after_count into the VM but recurrenceSummary deliberately does not spell it out. Limitation: an end condition can only be created via the agent/proposal or direct API path, not the rail editor.",apps/web/src/lib/entityCodec.ts:387 | apps/web/src/lib/entityCodec.ts:443 | apps/web/src/lib/entityCodec.ts:208 | docs/adr/0037-todo-recurrence-rule.md:116,none found (round-trip-of-end-through-edit is not covered by an e2e; proposal spec only verifies initial persist),partial,verify,
F122,Search & Command Palette,Open and close the command palette via keyboard or sidebar,the owner,"to open a global search palette with Cmd+K / Ctrl+K from anywhere (and from the sidebar Search button), and dismiss it",I can quickly search and navigate my workspace without leaving the current screen,"A global keydown listener in CommandPalette.tsx (lines 61-70) fires `toggleCommand()` whenever (metaKey || ctrlKey) and key 'k' (case-insensitive) is pressed, calling e.preventDefault() to suppress the browser default. The Sidebar Search button (Sidebar.tsx:42) calls `openCommand`. Open state lives in a zustand vanilla store (store/command.ts) exposing openCommand/closeCommand/toggleCommand/useCommandOpen; the palette is rendered as a base-ui Dialog whose onOpenChange calls closeCommand() when dismissed (Escape, backdrop click). The palette is mounted once in `__root`. On each open, transient state resets: query cleared, active index set to 0, and the input focused after a 0ms timeout (lines 127-134). E2E (command-palette.spec.ts lines 55-75) confirms both the keyboard path and the sidebar button path open the same dialog and focus the input.",apps/web/src/components/CommandPalette.tsx:49-70 | apps/web/src/components/CommandPalette.tsx:127-134 | apps/web/src/store/command.ts:9-30 | apps/web/src/components/Sidebar.tsx:42 | tests/e2e/src/command-palette.spec.ts:55-75,command-palette.spec.ts: 'opens via the ⌘K shortcut and via the sidebar Search button'; CommandPalette.test.tsx (unit),implemented,pass,
F123,Search & Command Palette,Filter recent threads by title in the palette,the owner,"to type a query and see recent Threads whose titles match, grouped under a Threads heading",I can jump to a conversation by its title,"While the palette is open, useThreads({enabled: open}) lazily fetches the thread list (shares the sidebar cache; errors fall back to empty). The threadItems memo (CommandPalette.tsx lines 84-88) filters threads case-insensitively by `t.title.toLowerCase().includes(q)` against the trimmed lowercased immediate query `q`; when `q` is empty it shows all threads. Results are capped at 5 via `.slice(0,5)` and mapped to `{type:'thread'}` Results rendered under the 'Threads' group with a MessageSquareText glyph and the thread title. E2E (command-palette.spec.ts lines 86-90) confirms 'Zephyr' returns exactly the matching Thread and filters the other out.",apps/web/src/components/CommandPalette.tsx:73 | apps/web/src/components/CommandPalette.tsx:84-88 | apps/web/src/components/CommandPalette.tsx:110-122 | tests/e2e/src/command-palette.spec.ts:77-99,command-palette.spec.ts: 'filters live Threads and Library entities into grouped results',implemented,pass,
F124,Search & Command Palette,"Filter Library entities (people, projects, todos) by title/subtitle in the palette",the owner,"to type a query and see matching Library items grouped by kind, or recently captured items when the query is empty","I can find a person, project, or todo and open its Library detail rail","When the trimmed query `q` is non-empty, searchLibraryItems(all, query) (libraryItems.ts lines 662-683) scores each item: title.startsWith(q)=100, word-boundary regex match in title=80, title.includes(q)=60, subtitle.includes(q)=30; only score>0 items are kept, sorted by score then by item.recency descending. When `q` is empty it returns recentlyCapturedItems(all, 8). Matches are split into per-kind groups in KIND_ORDER, each labelled by KIND_META[kind].plural, rendered with EntityGlyph + libraryItemTitle/libraryItemSubtitle (CommandPalette.tsx lines 113-119, 290-301). Clicking/activating a library item navigates to /library/$kind with search {id} (lines 162-167). E2E (command-palette.spec.ts) confirms 'Quenby' resolves a Person and 'Foxglove' resolves a Project, and clicking a Library result opens its detail rail at /library/people?id=<id>.",apps/web/src/components/CommandPalette.tsx:90-92 | apps/web/src/components/CommandPalette.tsx:113-119 | apps/web/src/lib/libraryItems.ts:662-687 | tests/e2e/src/command-palette.spec.ts:92-98 | tests/e2e/src/command-palette.spec.ts:135-154,command-palette.spec.ts: 'filters live Threads and Library entities into grouped results' and 'clicking a Library result opens its detail rail in the Library',implemented,pass,
F125,Search & Command Palette,Find conversations by message body text in the palette (Messages group),the owner,"to type a substring of something I or the assistant wrote and see matching messages, even when the thread title does not contain the term",I can find a conversation by its content rather than only by its auto-generated title,"The palette debounces keystrokes by 180ms (useDebounced) and calls useMessageSearch(debouncedQuery) (CommandPalette.tsx lines 77-78), which issues the `message/search` RPC keyed ['message-search', trimmed], enabled only for a non-empty trimmed query (useMessageSearch.ts lines 7-21) so an empty palette makes no server call. The Messages group is gated on the DEBOUNCED query (dq), not the immediate `q` (lines 99-108), deliberately so hits stay consistent with the query they were fetched for and no stale row from the previous query is shown during the debounce window. Each hit renders the SQL-rendered snippet (bold/primary line) and thread_title (muted subtitle) with a MessageSquareText glyph (lines 273-289). E2E (message-search.spec.ts) drives a real Run so the body is indexed, then searches an interior fragment 'ylophant' of a coined token that sits past the 80-char title cutoff: exactly one Messages hit appears carrying both the snippet span ('especially the zylophant daycare schedule') and the title span, and the Threads group has zero matches — proving the body-text match path.",apps/web/src/components/CommandPalette.tsx:39-47 | apps/web/src/components/CommandPalette.tsx:77-108 | apps/web/src/lib/hooks/useMessageSearch.ts:7-21 | tests/e2e/src/message-search.spec.ts:31-83,message-search.spec.ts: '⌘K finds a message by a body substring and navigates to its thread',implemented,pass,
F126,Search & Command Palette,Navigate and activate results with the keyboard,the owner,to move the highlighted result up/down with arrow keys and activate it with Enter,I can drive the palette entirely from the keyboard,"onKeyDown (CommandPalette.tsx lines 170-181) handles ArrowDown (active = min(i+1, max(flat.length-1, 0))), ArrowUp (active = max(i-1, 0)), and Enter (activate(flat[active])), each calling preventDefault. Results across all groups are flattened (flat = groups.flatMap items) so navigation crosses group boundaries. The active option scrolls into view via scrollIntoView({block:'nearest'}) on active change (lines 136-141), gets bg-accent styling and a CornerDownLeft enter-hint icon, and the input exposes ARIA combobox state (role=combobox, aria-activedescendant pointing at the active option id) (lines 207-213, 250-253). Hovering an option (onMouseMove) also sets it active (line 254). Typing resets active to 0 (lines 203-206). E2E (command-palette.spec.ts lines 111-133) confirms the first result is auto-selected (aria-selected=true) and pressing Enter on a Thread focuses it.",apps/web/src/components/CommandPalette.tsx:124 | apps/web/src/components/CommandPalette.tsx:136-181 | apps/web/src/components/CommandPalette.tsx:250-254 | tests/e2e/src/command-palette.spec.ts:111-133,command-palette.spec.ts: 'keyboard Enter on a Thread result focuses it back on the chat surface',implemented,pass,
F127,Search & Command Palette,See an empty-state prompt and a no-match message instead of a blank palette,the owner,"the palette to tell me to start typing when empty, and to say there are no matches when my query finds nothing",I am never left staring at a blank box wondering if it is broken,"When flat.length === 0 (CommandPalette.tsx lines 224-229), the list renders a centered paragraph: if the trimmed query is non-empty it shows `No matches for ""<query>"".`, otherwise it shows 'Type to search your workspace.' Groups with zero items are filtered out so no empty headers render (line 121). E2E (command-palette.spec.ts lines 101-109) confirms 'zzzznomatch' yields zero options and shows the 'No matches for' text rather than going blank.",apps/web/src/components/CommandPalette.tsx:121 | apps/web/src/components/CommandPalette.tsx:224-229 | tests/e2e/src/command-palette.spec.ts:101-109,command-palette.spec.ts: 'teaches a no-match instead of going blank',implemented,pass,
F128,Search & Command Palette,Activate a Thread result to navigate to that conversation,the owner,clicking or Entering a Thread result to close the palette and open that thread,I land on the conversation I picked,"activate() for a {type:'thread'} Result (CommandPalette.tsx lines 143-148) calls closeCommand() then navigate({to:'/thread/$threadId', params:{threadId: result.id}}). E2E (command-palette.spec.ts lines 126-133) confirms Enter on the Zephyr thread closes the palette and the thread becomes the focused sidebar row (aria-current=true).",apps/web/src/components/CommandPalette.tsx:143-148 | tests/e2e/src/command-palette.spec.ts:111-133,command-palette.spec.ts: 'keyboard Enter on a Thread result focuses it back on the chat surface',implemented,pass,
F129,Search & Command Palette,"Activate a message hit to deep-link, scroll to, and highlight the exact message",the owner,"clicking a Messages hit to open the source thread, scroll the matched message into view, and briefly highlight it","I land precisely on the message I searched for, not just somewhere in the thread","activate() for a {type:'message'} Result (CommandPalette.tsx lines 150-161) navigates to /thread/$threadId with params {threadId: thread_id} and search {focusedMessageId: message_id}. The route validates focusedMessageId as an optional string (thread.$threadId.tsx lines 13-18). ChatColumn (lines 127-171) runs an effect when the anchored message is actually present in the rendered list: it queries `[data-message-id=""<CSS.escape(id)>""]` (URL-supplied id is escaped as defense-in-depth), and if found, scrolls it into view via scrollIntoView({block:'center', behavior:'auto'}) (motion-reduce safe), sets highlightId, claims the initial-scroll ref, and strips the anchor (consume-then-strip, replace:true). A one-shot guard (scrolledAnchorId ref) prevents re-scrolling on later re-renders while the async strip is in flight. The highlight (lamplight ring) renders via data-highlighted on the .search-jump-target row and self-clears after a 1600ms timer (lines 177-181; CSS index.css lines 242-260). The anchor jump takes precedence over the cold-load bottom-scroll (lines 110-117). E2E (scroll-to-message.spec.ts) builds an overflowing transcript, reloads to get server ids, navigates away, then activates a hit and confirms the matched message is in-viewport, wears [data-highlighted], and the URL search param is stripped to ''.",apps/web/src/components/CommandPalette.tsx:150-161 | apps/web/src/routes/_chat/thread.$threadId.tsx:13-18 | apps/web/src/components/ChatColumn.tsx:119-181 | apps/web/src/index.css:242-260 | tests/e2e/src/scroll-to-message.spec.ts:52-102,"scroll-to-message.spec.ts: '⌘K message hit deep-links to the exact message, highlights it, then strips the anchor'; ChatColumn.test.tsx: 'scrolls to and highlights the message matching the search-jump anchor'",implemented,pass,
F130,Search & Command Palette,A stale or unknown focusedMessageId strips itself without wedging the thread,the owner,a shared/typo'd or deleted deep-link whose message id is not in the thread to still show the thread and clean up the URL,a bad anchor never leaves the thread stuck at the top with a useless param forever,"In ChatColumn's anchor effect (lines 147-160), when the target is not found it distinguishes two cases: (a) history still arriving (hydrating) — wait for re-fire; (b) hydration SETTLED (hydration === 'ready' || 'not_found' || messages.length > 0) and the id genuinely isn't present — call stripAnchor() (navigate replace with empty search) so the dead anchor can't linger or wedge the cold-load bottom-scroll. E2E (scroll-to-message.spec.ts lines 104-126) opens an existing thread with a bogus focusedMessageId (00000000-...-bad): the thread still renders its real message, the URL search strips to '', and the pathname stays on the thread route.",apps/web/src/components/ChatColumn.tsx:147-160 | tests/e2e/src/scroll-to-message.spec.ts:104-126,scroll-to-message.spec.ts: 'a stale ?focusedMessageId (no such message) strips itself and still shows the thread',implemented,pass,
F131,Search & Command Palette,"Message search returns case-insensitive substring matches over completed messages, newest-first",the owner,"the `message/search` request to match interior substrings (not just word prefixes) over both my and the assistant's completed message text, ordered newest-first","I can find a conversation by any fragment of what was said, with recent matches surfaced first","The `message/search` JSON-RPC arm (runs/mod.rs:74) calls message::handle_search (runs/message.rs lines 17-41), which decodes MessageSearchParams {query: String} (non-string query → invalid_params at decode), runs db::search_messages, and frames MessageSearchResult {hits} newest-first; a DB fault maps to HandlerError::Internal (-32603). The SQL (queries.rs lines 2127-2177) runs `WHERE f.text LIKE '%' || ?1 || '%'` over the trigram-indexed message_fts.text, ordered `created_at DESC, m_rowid DESC`. Matching is case-insensitive (instr(lower(...), lower(...)) for the snippet). Per ADR-0035, only `completed` messages are indexed (both user and assistant roles): user text indexed at run creation, assistant text indexed at RunStatus::complete after mark_assistant_messages_completed; streaming or errored assistant text is never searchable. Rust tests confirm 'care' matches 'daycare' (interior substring), both-matching queries come back newest-first (created_at 3000 before lower), and a completed assistant message is found with role 'assistant' while a streaming/errored one is not.",crates/core/src/runs/mod.rs:74-76 | crates/core/src/runs/message.rs:17-41 | crates/core/src/db/queries.rs:2127-2177 | crates/core/src/db/message_fts.rs:30-67 | docs/adr/0035-message-full-text-search.md:17-56,"message_fts.rs tests: search_finds_user_message_by_substring_newest_first, search_finds_assistant_message_after_completion, incomplete_assistant_text_is_not_searchable; message.rs handler test (line 117); message-search.spec.ts e2e",implemented,pass,
F132,Search & Command Palette,Message search treats LIKE wildcards as literal text and rejects blank queries,the owner,"characters like % and _ in my query to match literally, and a blank/whitespace query to return nothing",my search never silently returns the entire corpus or behaves like an SQL wildcard,"search_messages (queries.rs lines 2127-2177) first guards `if query.trim().is_empty() { return Ok(vec![]) }` so a blank or whitespace-only needle returns no hits rather than matching everything via LIKE '%%' (also independently guarded; message_fts.rs handles the boundary regardless of caller). For needles containing %, _, or \ (needs_like_escape), it takes an ESCAPE '\' path binding escape_like(query) so the wildcards match literally; otherwise it takes the plain LIKE path which preserves trigram acceleration (a documented trade-off: SQLite disables trigram LIKE acceleration when ESCAPE is present). Rust tests confirm '%' matches only the literal-percent message (not all three), '_' matches only the literal-underscore message, and all blanks ['', '   ', '\t\n'] return zero hits while a real needle still matches.",crates/core/src/db/queries.rs:2116-2177 | crates/core/src/db/message_fts.rs:237-293 | docs/adr/0035-message-full-text-search.md:37-56,"message_fts.rs tests: search_treats_like_wildcards_as_literal, search_blank_query_returns_no_hits",implemented,pass,
F133,Search & Command Palette,"Message search returns a context snippet around the first match, byte-safe over Unicode",the owner,"each hit to carry a readable snippet excerpting the text around my matched term, with ellipses where trimmed",I can recognize the right message from the result row without opening the thread,"The snippet is rendered in SQL (queries.rs lines 2140-2155) using instr/substr around the first case-insensitive match, keeping SNIPPET_PAD chars of context per side and prepending/appending '…' when the snippet is trimmed at the start/end (`CASE WHEN s.start > 1 THEN '…'` / `CASE WHEN ... < length(s.text) THEN '…'`). SQLite substr is char-based so there is no byte-slice hazard. ADR-0035 notes the FTS5 snippet() helper is NOT used (it requires MATCH); recency ordering is used instead of relevance because trigram carries no bm25 ranking. Rust test search_snippet_survives_multibyte_text confirms a match surrounded by İ (U+0130, folds to two chars), emoji, and accents returns a correct non-empty snippet containing 'needle' and never panics. E2E asserts the rendered snippet window contains 'especially the zylophant daycare schedule' (±32 chars of context).",crates/core/src/db/queries.rs:2110-2158 | crates/core/src/db/message_fts.rs:215-235 | docs/adr/0035-message-full-text-search.md:51-56 | tests/e2e/src/message-search.spec.ts:58-70,message_fts.rs tests: search_snippet_survives_multibyte_text; message-search.spec.ts snippet assertions,implemented,pass,
F134,Search & Command Palette,Message search index self-heals and backfills on every workspace open,the owner,the search index to be rebuilt from the canonical message parts on each open,existing conversations become searchable and any index drift self-heals without my involvement,"message_fts is a tier-3 derived projection (ADR-0004): authoritative for nothing, re-derivable from message_parts. rebuild_message_fts (message_fts.rs lines 74-85) opens a transaction, clears message_fts, fetches all completed messages, reassembles each message's text via the canonical text_parts_by_message().concat() (the same path history_for_run uses), and re-indexes via index_message (which skips empty text). Per ADR-0035 Core runs this on every workspace open — O(all completed messages), single-digit ms at single-user scale, off any path the user waits on. Rust test rebuild_reconstructs_index_from_message_parts confirms that after wiping message_fts (0 hits) a rebuild restores the daycare hit from message_parts.",crates/core/src/db/message_fts.rs:69-85 | crates/core/src/db/message_fts.rs:424-467 | docs/adr/0035-message-full-text-search.md:69-87,message_fts.rs test: rebuild_reconstructs_index_from_message_parts,implemented,pass,
F135,Search & Command Palette,"Reusable search field with leading icon, variants, and optional clear button",the owner,"a consistent search input with a magnifier icon, style variants, and a clear (✕) button when there is text","search inputs look and behave consistently across the palette, Library, and model picker","SearchField (ui/search-field.tsx) renders a leading Search icon, an Input that forwards all input props, and — only when both onClear and a value are present — a clear button (aria-label 'Clear search') showing an X icon that calls onClear (lines 67-76). It exposes three wrapper variants via cva: box (bordered card), divider (bottom border), dialog (taller h-13 base-size input for the palette), plus a tone variant ('default' / 'sidebar' which recolors the icon and placeholder). The palette uses variant='dialog' with combobox ARIA wiring (CommandPalette.tsx lines 199-215); EntityCollection uses variant='box' with onClear and an aria-label `Search <plural>` (EntityCollection.tsx lines 109-117); ModelPicker uses variant='divider' with 'Search models…' placeholder (ModelPicker.tsx lines 70-76). The palette variant intentionally omits onClear (no ✕), relying on per-open reset instead.",apps/web/src/components/ui/search-field.tsx:7-79 | apps/web/src/components/CommandPalette.tsx:199-215 | apps/web/src/components/library/EntityCollection.tsx:109-117 | apps/web/src/components/ModelPicker.tsx:70-76,Exercised indirectly via command-palette.spec.ts (input/focus) and library.spec.ts; no dedicated unit test found for search-field.tsx,implemented,pass,
F136,Search & Command Palette,Agent capability: search accepted People/Projects/Todos via the search_entities tool,the assistant (agent capability),to look up accepted entities by type and a case-insensitive substring query and get back compact rows,"the model can reference or link existing People, Projects, and Todos without arbitrary SQL access","search_entities (tools/search_entities.rs) is a Core tool (registered in tools/mod.rs lines 99-103, Dispatch::Pool over a read-only pool) taking Input {type: EntityKind (closed person/project/todo enum), query: String, limit: Option<u32>}. Core re-validates args against the struct on receipt (ADR-0018); an unknown type like 'journal_entry' fails as invalid_params (test). It loads accepted entities only via db::list_by_type (no proposals, no CRUD), case-insensitively matching the lowercased needle against the entity label (data.name for person/project, data.title for todo) and, for persons only, any alias; an empty query matches all of that type. Results are compact rows {id, type, label, aliases?} (aliases only for persons with non-empty aliases), capped: limit defaults to DEFAULT_LIMIT=20 and is clamped to MAX_LIMIT=50, returned as a JSON `{""results"": [...]}` text payload. display_arg (lines 65-73) returns the trimmed query for the tool-activity row label, or None for an empty/whitespace query or a malformed payload (no panic). The descriptor exposes name 'search_entities', label 'Search entities', and the closed type enum. Note: ADR-0035 records that entity full-text search was judged churn at single-user scale (data is already client-side), so message search got its own table while the dead `fts` entity table was left untouched.",crates/core/src/tools/search_entities.rs:14-167 | crates/core/src/tools/mod.rs:99-103 | docs/adr/0035-message-full-text-search.md:59-66,"search_entities.rs tests: person_search_matches_name_and_alias_excludes_others, todo_matches_title_project_matches_name_no_aliases, empty_query_returns_all_of_type_and_limit_caps, limit_defaults_to_20_and_clamps_at_50, invalid_type_is_invalid_params, display_arg_returns_trimmed_query_or_none, descriptor_has_name_label_and_type_enum",implemented,pass,
F137,Search & Command Palette,message/search wire contract is mirrored and contract-tested across Rust and TypeScript,the owner,"the message/search params, hits, and result shapes to be identical on the wire between Core and the web client",search results render correctly and the contract cannot silently drift,"protocol.rs (lines 410-439) defines MessageSearchParams {query: String} (Deserialize), MessageHit {message_id, thread_id, run_id, role, snippet, thread_title, created_at: i64} (Serialize, snake_case wire, role is 'user'/'assistant', created_at is ms-epoch), and MessageSearchResult {hits: Vec<MessageHit>} (object-wrapper for forward-extensibility). These mirror the TS types and are validated by a contract test (parses!(MessageSearchParams, ""message_search_params.json"") at line 2161) and serialization snapshot tests (lines 1415-1438, 1751-1755). The web client calls client.messageSearch(trimmed) via the ui-sdk WsClient (useMessageSearch.ts lines 14-18). MessageSearchParams rejects missing query and a non-string query (json!({}) and {query:42} both fail to deserialize, lines 1415-1416).",crates/core/src/protocol.rs:410-439 | crates/core/src/protocol.rs:1415-1438 | crates/core/src/protocol.rs:2161 | apps/web/src/lib/hooks/useMessageSearch.ts:14-18,"protocol.rs contract/serialization tests (message_search_params.json parses!, MessageSearchResult serialize snapshots)",implemented,pass,
